Area,Zmed,Slope,Aspect,Lmax
0.20145000373383581,0.20059853622246626,0.19632369268623884,0.32092658671049223,0.06826995042714668
0.195462945913922,0.21642709586745168,0.2738954451526121,0.3496592517237852,0.06039067375768259
0.21574146211660528,0.20538948484672792,0.2687522266319211,0.30971836436625466,0.07556759525550372
0.2017502567720717,0.19233723548922244,0.2747892186940132,0.3436989984829596,0.07845449486269285
0.2241995212296627,0.19135791489834708,0.21510156071016007,0.34119166164242276,0.06131427901434705
0.1790609110457022,0.21014631109301174,0.2778937759049349,0.3189420294073826,0.061007957984801076
0.20644340727470134,0.21191366205192896,0.23577415022030213,0.35552125008824975,0.09186982648821806
0.18460962547726067,0.22565079531054044,0.240710381154444,0.3617773895832842,0.07286286655175067
0.1771122360474735,0.1873658772814385,0.2757812123202301,0.3295229923491575,0.07458268825720249
0.17772736279001178,0.2199968593846705,0.2883792056285036,0.32442359392053455,0.079377666012318
0.21203944200269975,0.19440616972565072,0.2286815172791733,0.32335341724860256,0.09139706381178103
0.20562670313324438,0.2164592116282581,0.2571424739446625,0.3712559751197556,0.070162048660378
0.20124979602731152,0.19039239661695984,0.29595788694489644,0.343753657720933,0.07266608253790352
0.1963712973488635,0.22292646386294934,0.2730500450476403,0.3418958717663947,0.05072067237006839
0.2060991441928245,0.20807074117833368,0.2755201125711515,0.33705160723537597,0.0755898892510859
0.20632288564965118,0.24230081770719636,0.22769189293549252,0.3710319295631085,0.07702584643266219
0.181226288930725,0.19858810264602367,0.2913298607443824,0.3389683107755408,0.07210006677046854
0.2292028442056805,0.21685067801591795,0.2581064931796144,0.3389789344858598,0.0854888583181741
0.15264871144190117,0.19321271428324294,0.24528633910373998,0.31152425021556407,0.06788170767057289
0.19936372717726591,0.2395199110309021,0.2513117547816398,0.3389419876432055,0.05487843812750759
0.19349781713910386,0.21788640495546985,0.23391793657004556,0.3509691282405195,0.0705999188663684
0.1969279493172219,0.23224189012422236,0.23419685437422189,0.36327317480611065,0.07218029362550105
0.15558959592825483,0.2355421405144974,0.22387887403012907,0.3741646658855644,0.07431656309938184
0.21250902931995308,0.21398644094452401,0.28508629314992684,0.3092686655490424,0.06959185162946002
0.1822009787861698,0.20840773230120724,0.261234300603538,0.34088892929600745,0.07536955382518085
0.1987847590924795,0.21866307691692577,0.21298034662059606,0.3332289853222947,0.06684945703928902
0.2108799724860071,0.19928990641701982,0.24531870817475865,0.33598949273711276,0.0628034820629676
0.1598430348233304,0.1895339502059289,0.23393415350622115,0.35297635356348034,0.08079343306417841
0.18356229860282003,0.2056967130225994,0.2472297835513384,0.36989749139185635,0.07627638206667753
0.1891624193284993,0.20339773511944592,0.2470948896922719,0.32025341815486474,0.07707299207144658
0.1781283893704233,0.17644862581394583,0.2545851988956992,0.31810733736881114,0.06333323478503172
0.18775253964845628,0.22040898056486846,0.22342463623111686,0.370917713827531,0.07335201416336656
0.19773241736446578,0.2146582017520906,0.2048071451730561,0.3203013647240137,0.060651056972530704
0.16346831627811165,0.18730261103101142,0.2865947103678833,0.33708056231710304,0.06826494752070889
0.20002853576627688,0.21889361432231758,0.24924352626581137,0.31084923300741607,0.06845522931834502
0.21378206272430977,0.18698939934006265,0.23627114621184597,0.3394639263447736,0.08154575820360987
0.19376862994598076,0.1900297649515832,0.24664731969737352,0.3559616339252897,0.07525514522497845
0.2163591102918454,0.2041327051726064,0.21313277855079982,0.33331336016361235,0.0615003548915265
0.1673062177144099,0.20711193712961284,0.27840295041109175,0.3233890203295652,0.0687446052671612
0.1852807761355154,0.2150542505259092,0.2500035546362557,0.3244221481501125,0.07348205778558126
0.16334079915362842,0.21772185173747372,0.23959789015176214,0.3374751856861794,0.08155942358039447
0.19822994027595997,0.1988355023113405,0.2502610435597753,0.31933002597553284,0.0649635934495365
0.1839915231417404,0.21753368308500065,0.2135087353115076,0.3124744417097487,0.06985076068182461
0.16638632922044716,0.21770045437999475,0.24270582538636443,0.31956073368139526,0.07098872365205744
0.1876039138337905,0.2176200668049607,0.26729019410317156,0.3244075605545904,0.07869540501755501
0.18488099481369158,0.18770146127375176,0.2992436271186729,0.34893904736167447,0.06637559086239053
0.17501835136138144,0.21870719771349367,0.28882300343906964,0.3101851751239362,0.07824189689729133
0.1772622301015827,0.21281848322674835,0.277794967690455,0.3379275056325778,0.06505599883878876
0.21402298908505946,0.22389064446091556,0.252895885774452,0.34765858939511907,0.05647441668680253
0.2161356116172567,0.2197980669423747,0.2527936503302316,0.33357402022309424,0.0638849186522834
0.17489008510757265,0.2138092303365925,0.2708680463115123,0.3521697718518366,0.060980853433136195
0.19535673588558,0.19775667709817968,0.24489452300827053,0.32219162476279506,0.08811044950687186
0.19704621861521188,0.233161509586162,0.23421481484477313,0.349485315113904,0.05561185028242921
0.2077596225464916,0.20606218164994583,0.21571184435787893,0.3359073931729081,0.060825771883682656
0.22558743614623034,0.21935626064308245,0.27448486579514453,0.34579421377547803,0.0791880038128967
0.19401810746345272,0.18834394653975273,0.2698787270275641,0.341034306720123,0.062184853246281535
0.18995088188305964,0.20469988240253367,0.2582037344738567,0.3413261511836737,0.07426505174627063
0.19771113260675433,0.2071724057300316,0.21607038139753287,0.32790737970918604,0.07073726261335944
0.15876303214949206,0.21266358558047327,0.21583152546804008,0.34581113770102556,0.07834036289733759
0.20799544317974072,0.18867550723883597,0.2629053703218902,0.30682448643561544,0.09200514885411826
0.21907698757303196,0.21672848549028545,0.2718740439898025,0.3055984129833861,0.07838296407059886
0.18138626351935128,0.2361205039014731,0.24630584868950534,0.31275517888173165,0.07219731119413386
0.17496768149993414,0.18537798290908392,0.25192250284904705,0.311774018284798,0.06415883773342101
0.2118900835092804,0.20682104244767374,0.26045242623149745,0.31568032870941576,0.064797979587778
0.20208084088767708,0.2245378667314295,0.25386895239855767,0.37068847999833066,0.07007831019892186
0.19487369856502812,0.20509536324257482,0.25197521955052404,0.36862001371709807,0.07807994331465451
0.19541781035809247,0.20179384371268283,0.24158783792776117,0.3507679632126759,0.0606346214408755
0.1853393926585406,0.21777002627581798,0.250092150667816,0.36266171259014723,0.05826623827942834
0.18928913417637505,0.2064908915179955,0.2272483057428456,0.3240731649133336,0.06791955562940988
0.1672505634499597,0.20012650741379057,0.22555580019945132,0.32830708133531006,0.06161891352135829
0.15836389554089858,0.20649931664461463,0.27718593221368193,0.36177035192718854,0.06777560924377846
0.2062247757875082,0.1822680949648927,0.21847181792198855,0.3303340743943852,0.0900639122996787
0.180270139067916,0.2331155568920915,0.26259085388419146,0.38439409827902593,0.06465513314585059
0.2037075789310514,0.20905081428758276,0.2469869304994371,0.35129923245464034,0.07581541711975892
0.1954580031149724,0.2138074074784735,0.2587410211660309,0.36192344996517767,0.0707563120151331
0.21206639257879567,0.19987351823694366,0.23088978427688445,0.3384647445105603,0.07157162858397093
0.21769903210090247,0.18983776311743783,0.24637449718412363,0.3528729210796083,0.07329021562058935
0.1904323050085791,0.235999691085371,0.25923705946114484,0.31040345262257163,0.07263523610129985
0.17987796774592535,0.20785041437256147,0.23630511700449452,0.35458919824368285,0.07835926543801497
0.17597200113722766,0.218233615787933,0.26335119608524926,0.3758137119237088,0.07403129170067446
0.19729802495537874,0.18648308328588425,0.2478248016717578,0.33653260595444734,0.05908083328490121
0.18482382867029912,0.19004757528156335,0.2439823713704412,0.3123491896576669,0.045781388735276596
0.17951672571119137,0.19172664440529985,0.23600536401035788,0.33168339967701976,0.062235400957853404
0.19400760258930372,0.21628483396977272,0.21661913394257293,0.3353270644536904,0.07741537446873836
0.2234561002325992,0.16776320447993454,0.23659148944381025,0.325879815353017,0.054909660758063694
0.20201415570538594,0.18426269594873856,0.24102537043530092,0.3055670025312136,0.06680041225478439
0.19252694522303326,0.19518028191925785,0.254114155847286,0.3225175556460246,0.08116967165425149
0.2021369786641105,0.203262073420458,0.26689263272727637,0.35702472423474374,0.07647187610827477
0.21638730529294248,0.19972511150783556,0.24771461476926404,0.3659096516057053,0.08522505191449514
0.18932937981012765,0.18967008535135832,0.2444504803492914,0.36004385748552326,0.08053178176097786
0.19263899881804147,0.20112271512848134,0.2507280664935063,0.3044322062842496,0.07144641565035637
0.23002604479992184,0.19826217059495554,0.25652412953928094,0.3809191366287793,0.08001794568897891
0.15560071466501546,0.18390286148756363,0.24400559996467397,0.36097232057198825,0.03958695371720622
0.1981959481740575,0.19951693917069546,0.2319010171007957,0.34523295542612653,0.07901330426028341
0.17250323673318024,0.23656863301793885,0.22772313169407732,0.3340614658944677,0.07483250722784252
0.19689857187154158,0.22681961393711547,0.24537126512882923,0.32302172838070387,0.06841250781072472
0.2068573446031694,0.243617080779156,0.2601870114392364,0.3404379801133387,0.06362587105779482
0.20202504331463111,0.2207589081269573,0.2525360181699411,0.3657039152208632,0.07659842449655985
0.20334995005690515,0.21818459746114172,0.2673491895677075,0.30114232985912415,0.07420607416317138
0.1649874502229508,0.18278929223308993,0.21240883476725103,0.33036385713060923,0.04671528478901088
